,0
5518,LATNW
5519,APAM
5520,AGBAR
5521,TFII
5522,MBUU
5523,MRO
5524,QWLD
5525,THCAU
5526,BGH
5527,TRIL
5528,BGX
5529,JHMF
5530,NFRA
5531,IQDG
5532,EHT
5533,O
5534,PWR
5535,JSM
5536,MBTCU
5537,NAVI
5538,SHACU
5539,ATA
5540,ASGN
5541,BXMX
5542,TALO
5543,ARGT
5544,EAR
5545,GBNH
5546,BKAG
5547,GLSPT
5548,CPUH
5549,UAE
5550,AQNB
5551,ASUR
5552,ICF
5553,PGRWU
5554,LIVKU
5555,ITIC
5556,GXIIW
5557,FPXI
5558,VRDN
5559,EPS
5560,FMN
5561,VEEV
5562,BRFS
5563,ICHR
5564,NRZ
5565,SMCI
5566,EFR
5567,COVAW
5568,HEXO
5569,DOV
5570,SZNE
5571,BIOTW
5572,CHIH
5573,JPEM
5574,NSA$A
5575,CFX
5576,IDAT
5577,AEAC
5578,BBCP
5579,SCHL
5580,PXJ
5581,ARTL
5582,NES
5583,JHEM
5584,GGG
5585,FUN
5586,ASZ.W
5587,NTSE
5588,ACMR
5589,INDS
5590,DHHCW
5591,APDN
5592,FVT.W
5593,AIRTP
5594,KBWR
5595,DSS
5596,BHB
5597,EWT
5598,CRAK
5599,LTHM
5600,GIB
5601,COUP
5602,HPX.W
5603,COLIW
5604,OSW
5605,HLM$
5606,IBTH
5607,GSL$B
5608,KRNL
5609,ARCB
5610,BLKB
5611,NEO
5612,ASM
5613,TFIV
5614,KINS
5615,ALIN$A
5616,TIGO
5617,MYE
5618,PCG$D
5619,XVOL
5620,SR$A
5621,IIGV
5622,NBN
5623,REXR$A
5624,AZEK
5625,SNFCA
5626,RNWK
5627,ESM.U
5628,DRD
5629,NTST
5630,RES
5631,MEAR
5632,DXD
5633,DBEH
5634,ROKT
5635,COE
5636,GS$K
5637,IDHQ
5638,BR
5639,JT
5640,CHCI
5641,YAC
5642,RWO
5643,VNMC
5644,NEU
5645,UCYB
5646,RCKT
5647,IBTG
5648,GMOM
5649,BSY
5650,CMCTP
5651,WAFU
5652,ARI
5653,SAVA
5654,ZEUS
5655,QTT
5656,PSCD
5657,ESGRP
5658,SPTN
5659,EQH$A
5660,MLND
5661,SBEA
5662,ANAC.U
5663,EHC
5664,MSGN
5665,ACHV
5666,LHAA
5667,EYEG
5668,IBDO
5669,SNR
5670,IVOL
5671,FLM
5672,KTOS
5673,SCHR
5674,BCDAW
5675,AFG
5676,IVAN.U
5677,PSAG
5678,MVF
5679,JOFF
5680,VUSE
5681,PFFR
5682,PCB
5683,ZNTEU
5684,MORT
5685,CLNY$G
5686,RAYC
5687,CHMI$A
5688,CLAA.U
5689,NEWR
5690,CATM
5691,TBCP
5692,CYH
5693,JMP
5694,SHYF
5695,CR
5696,BOUT
5697,NGS
5698,GURE
5699,UHAL
5700,XDAT
5701,IVR$C
5702,XSPA
5703,DJCO
5704,FIEE
5705,DNLI
5706,ANEW
5707,LUB
5708,DB
5709,EARS
5710,IIVI
5711,COTY
5712,CHRW
5713,COF$I
5714,CHSCN
5715,HAE
5716,GSQD
5717,GTHX
5718,EAF
5719,AUS
5720,HIPS
5721,SOHOO
5722,TS
5723,FMNY
5724,TRMR
5725,TFC
5726,TXRH
5727,RMT
5728,ORMP
5729,CHAQ
5730,SONM
5731,MRLN
5732,IVV
5733,MNMD
5734,METX
5735,FPH
5736,WORX
5737,SONY
5738,X
5739,TMKRW
5740,TRMK
5741,TLT
5742,FDUS
5743,HNGR
5744,GDP
5745,ITP
5746,SFTW
5747,VCV
5748,IBDP
5749,BUFD
5750,EAOM
5751,HCSG
5752,RCB
5753,LKCO
5754,SBOW
5755,BRK-B
5756,ECOW
5757,GDMA
5758,GFNSZ
5759,ARKX
5760,UJUN
5761,FDL
5762,PEI
5763,CFG$D
5764,DUO
5765,BEPH
5766,UI
5767,ROSC
5768,ACII.W
5769,RTPZ.W
5770,BOTZ
5771,BVH
5772,QCON
5773,BHTG
5774,PVI
5775,TVTX
5776,ADM
5777,FUSE
5778,EAGG
5779,CYCCP
5780,LOCO
5781,MANU
5782,BSCO
5783,WY
5784,FZT.W
5785,HPK
5786,QIPT
5787,CRON
5788,MPV
5789,FC
5790,FLIA
5791,AGO
5792,FFHL
5793,PDP
5794,BFIN
5795,FCT
5796,JBHT
5797,ENNV
5798,OG
5799,UAVS
5800,JKHY
5801,RCII
5802,BAX
5803,CP
5804,TGP$A
5805,LNFA
5806,BFC
5807,QURE
5808,SSNC
5809,BUZZ
5810,BGNE
5811,ADRA.W
5812,ARL
5813,INDL
5814,NSTC.U
5815,IPKW
5816,UA
5817,OMP
5818,SREV
5819,JMPNZ
5820,GFX
5821,SDEI
5822,AMER
5823,IFMK
5824,ITRN
5825,PMAY
5826,CGNT
5827,CTLP
5828,TMDI
5829,STAR$G
5830,SCZ
5831,GBF
5832,CNO$A
5833,GPAC
5834,SXT
5835,GLSI
5836,ARPO
5837,VIHAU
5838,HBANO
5839,ARCE
5840,ZIVOW
5841,IGRO
5842,HFC
5843,J
5844,MGU
5845,NXE
5846,MAT
5847,JANZ
5848,RLX
5849,IKT
5850,SNMP
5851,NLTX
5852,YXI
5853,PIRS
5854,ALRS
5855,NUSC
5856,CETXW
5857,CXW
5858,QAT
5859,MTH
5860,WKLY
5861,FRLN
5862,NIE
5863,NTES
5864,HTLD
5865,TMPMW
5866,MITT$C
5867,SPYC
5868,NRAC
5869,CMBS
5870,AMNA
5871,LUXAU
5872,USIG
5873,STXB
5874,VNTR
5875,HYW
5876,AVUV
5877,PIAI.U
5878,BWACU
5879,BNGOW
5880,BTAI
5881,VYGR
5882,BTAL
5883,ISMD
5884,TACA
5885,SILV
5886,CJJD
5887,HNNA
5888,SVAC
5889,FSEA
5890,EQL
5891,EWY
5892,RAD
5893,RVNU
5894,EDF
5895,THW
5896,RFEU
5897,ETO
5898,ATLC
5899,BNFT
5900,GAM
5901,ZIOP
5902,YSACU
5903,PATK
5904,IBHC
5905,GGAL
5906,SPMD
5907,CABA
5908,LCAPW
5909,PAR
5910,SQFTP
5911,INFN
5912,JOB
5913,PMD
5914,KYN
5915,GSAH
5916,JHCB
5917,LIII.U
5918,AGQ
5919,RA
5920,SAVE
5921,NVAX
5922,BCAC
5923,TDI
5924,SPXU
5925,MS$F
5926,CMAX
5927,SBEV
5928,AGNG
5929,ALOT
5930,OXSQL
5931,TTGT
5932,IJH
5933,FTCS
5934,PAVMW
5935,UPLD
5936,KSICU
5937,SWAN
5938,UGI
5939,IBO
5940,FISV
5941,SONN
5942,SFL
5943,KRA
5944,IBTJ
5945,CARG
5946,COKE
5947,REVS
5948,MONCW
5949,ATVCW
5950,CYRN
5951,OLO
5952,CLVR
5953,NLY
5954,SCPS
5955,UUU
5956,NGE
5957,GFL
5958,VOOV
5959,IHD
5960,EBAY
5961,KROS
5962,MBCC
5963,RBAC.U
5964,FLLA
5965,VZIO
5966,NICE
5967,MER$K
5968,NEXT
5969,EQD.U
5970,IEZ
5971,TSPQ.W
5972,FIGS
5973,DISAW
5974,GAIA
5975,TWCTU
5976,LCTD
5977,CVY
5978,CGEN
5979,HURN
5980,SPLV
5981,TIPT
5982,NINE
5983,IBRX
5984,NEOG
5985,PEI$B
5986,BLTSW
5987,BYLD
5988,DWIN.U
5989,BLHY
5990,BABA
5991,ASPS
5992,WRK
5993,MAPS
5994,PLAY
5995,DNZ.U
5996,JHMA
5997,GXGXU
5998,PQDI
5999,GGMCW
6000,BOCT
6001,PRPB
6002,QTS
6003,PNFP
6004,VTWV
6005,EVN
6006,CIDM
6007,INKA
6008,RELI
6009,CENHW
6010,HOPE
6011,KREF
6012,STAF
6013,AAC
6014,VNO$N
6015,ENFA
6016,HCAR
6017,VIPS
6018,XPOA
6019,RC$B
6020,LRGF
6021,ADER
6022,NGD
6023,STFC
6024,FIIIW
6025,PAQC
6026,HQL
6027,GIGE
6028,CASY
6029,USB$Q
6030,BBSI
6031,PTK.W
6032,POAI
6033,AFIF
6034,CNX
6035,PAI
6036,HTPA.W
6037,RHS
6038,SAII
6039,IDEX
6040,WFC$L
6041,ACIC
6042,DS$C
6043,GMBLW
6044,EBC
6045,TPR
6046,MRC
6047,LDHAU
6048,APOP
6049,NFJ
6050,GBUG
6051,DSSI
6052,HVT
6053,GDRX
6054,GTY
6055,NVMZ
6056,VMBS
6057,SGRP
6058,PIO
6059,NCV
6060,RYH
6061,AJAX.U
6062,ARTAU
6063,OXBRW
6064,FRD
6065,FUSE.W
6066,PDAC.W
6067,PRG
6068,GLP
6069,LXP$C
6070,EPAM
6071,STOR
6072,USWSW
6073,MFMS
6074,UAN
6075,HGEN
6076,PNC
6077,THRM
6078,RLJ
6079,EMHC
6080,SAFT
6081,FUNL
6082,FORR
6083,SCHI
6084,ZVZZT
6085,SPBC
6086,VOT
6087,PSFF
6088,NYCB$U
6089,AFAQ
6090,FAAR
6091,BGSX.W
6092,FACA.W
6093,HIO
6094,RISN
6095,BJK
6096,BSCP
6097,PSFD
6098,NXGN
6099,DGICB
6100,QUOT
6101,MLR
6102,TC
6103,RODI
6104,PSA$K
6105,RLY
6106,EFNL
6107,MTAC
6108,CANO
6109,CTVA
6110,FSR
6111,MS$E
6112,IT
6113,FNDX
6114,AMN
6115,UVSP
6116,IPVA.U
6117,CIX
6118,NID
6119,SPMB
6120,SVOKU
6121,PLYM
6122,FISR
6123,BWG
6124,VRMEW
6125,DUKB
6126,TIMB
6127,NXJ
6128,AMNB
6129,DXCM
6130,IROQ
6131,NGACW
6132,NJUL
6133,CCRN
6134,QQQM
6135,IGI
6136,AFYA
6137,ALTY
6138,SNDR
6139,RVMD
6140,SVFC
6141,ENVI
6142,HMCOW
6143,ACH
6144,HHLA
6145,UNB
6146,VNSE
6147,HAYW
6148,NCV$A
6149,RDS.A
6150,SALM
6151,SWETW
6152,IGE
6153,CBRL
6154,VNOM
6155,FCOR
6156,KXI
6157,CLRM
6158,GNAF
6159,NKSH
6160,TGH$A
6161,NDACW
6162,AGGR
6163,TAL
6164,TK
6165,CVCY
6166,MINT
6167,NREF$A
6168,MCA
6169,PEAK
6170,KSI
6171,DRQ
6172,PMT$B
6173,JOAN
6174,QELLW
6175,FLGR
6176,ANEB
6177,FPFD
6178,NX
6179,SMDD
6180,USAS
6181,PBCTP
6182,FRO
6183,GTES
6184,IBDU
6185,PLTK
6186,XL
6187,DAWN
6188,CSTM
6189,SPXL
6190,IDRV
6191,LEGOU
6192,SPKB
6193,SNV
6194,CLSN
6195,BNKD
6196,DHY
6197,BF.A
6198,FMAO
6199,EXEL
6200,ACII.U
6201,NDAC
6202,XLK
6203,RF$E
6204,HOTH
6205,USEP
6206,ARMK
6207,CMCM
6208,SAIL
6209,GTPAW
6210,RNGR
6211,GPL
6212,HLF
6213,KKRS
6214,TECTP
6215,VOXX
6216,VOSO
6217,HIMX
6218,KSMT
6219,SNCR
6220,PME
6221,ELA
6222,GFED
6223,DFND
6224,HESM
6225,GIWWU
6226,XSOE
6227,CTEST.O
6228,XPL
6229,PNTG
6230,AKR
6231,MSN
6232,TEL
6233,CHIX
6234,GOL
6235,SMB
6236,TWM
6237,RILYI
6238,TECB
6239,INDY
6240,PSXP
6241,ESP
6242,RMGB
6243,IIVIP
6244,PCG$A
6245,USM
6246,IGBH
6247,DTOCU
6248,TWIN
6249,PSI
6250,SJI
6251,JACK
6252,PLBC
6253,ASXC
6254,MFD
6255,TTSH
6256,FUBO
6257,RFCI
6258,TPX
6259,NETE
6260,GMS
6261,LAWS
6262,BCV
6263,JAGG
6264,WTT
6265,XHB
6266,OIIM
6267,MRAD
6268,NEE$N
6269,SRACW
6270,MHK
6271,CHFW
6272,TAOP
6273,RCHG
6274,VTVT
6275,EMX
6276,AZN
6277,NODK
6278,BHR$B
6279,MAACU
6280,THR
6281,CCIV
6282,C$K
6283,SGDJ
6284,COGT
6285,AHT
6286,GRP.U
6287,CMS$B
6288,NRXPW
6289,CWB
6290,FLSP
6291,SSL
6292,LPG
6293,HCNEU
6294,STSA
6295,PK
6296,RGP
6297,ZEV.W
6298,CVE.W
6299,CCI
6300,TOUR
6301,CMIIU
6302,JEF
6303,WBIF
6304,AVA
6305,EQX
6306,DPW
6307,LSAF
6308,NWBI
6309,EGY
6310,VTA
6311,ANAB
6312,HBCP
6313,APTS
6314,WW
6315,SFST
6316,SPRB
6317,HTPA.U
6318,FOUR
6319,ACN
6320,FAB
6321,VIRX
6322,FLSA
6323,CCOI
6324,ACACW
6325,FVIV.W
6326,SYKE
6327,UIHC
6328,AGC
6329,BRPMU
6330,SLT
6331,KYMR
6332,IHRT
6333,JWN
6334,MOTV.U
6335,AMOM
6336,NCZ$A
6337,HCARU
6338,FERG
6339,MYD
6340,DVN
6341,GUT$C
6342,STLC
6343,PAPR
6344,VIOG
6345,SLAB
6346,UNM
6347,TRKAW
6348,RDOG
6349,DBLV
6350,NBIX
6351,BILL
6352,SBEAW
6353,VTIP
6354,EWD
6355,DSACW
6356,VAL.W
6357,NEON
6358,INN
6359,VT
6360,ETON
6361,AYRO
6362,LHC.W
6363,NBHC
6364,GTYH
6365,KAIIU
6366,ATNX
6367,AMH$F
6368,ECCW
6369,LCAAW
6370,LEAP
6371,CCM
6372,PIPP.U
6373,VENAU
6374,AFMD
6375,NAII
6376,HZO
6377,HYT
6378,CGBD
6379,ADMS
6380,WPCB.U
6381,JCO
6382,ACET
6383,APOPW
6384,CCNEP
6385,COMT
6386,CLNY$J
6387,SPAQ.U
6388,INSW
6389,LRNZ
6390,GLP$A
6391,IBDT
6392,DD
6393,DFNS
6394,NUSI
6395,APR
6396,EQRR
6397,COR
6398,MACC
6399,SPFR.W
6400,CCMP
6401,DYFN
6402,WLFC
6403,PHK
6404,AUPH
6405,TCFC
6406,AHC
6407,AMSF
6408,FXF
6409,VII
6410,RMRM
6411,GCOW
6412,MEUSW
6413,FBC
6414,FHN$F
6415,VKTX
6416,DRRX
6417,OCCIO
6418,CAMP
6419,BKLC
6420,BRT
6421,BYD
6422,PTIXW
6423,MRCC
6424,KRKR
6425,TDTT
6426,MPLN
6427,BRPM
6428,RCEL
6429,MNTV
6430,TOMZ
6431,TBJL
6432,ITHXW
6433,AI
6434,PAICW
6435,IQM
6436,SKYY
6437,VHC
6438,ANDE
6439,WHG
6440,PGRW
6441,AVAV
6442,CHNGU
6443,TRIN
6444,NTEST.C
6445,POTX
6446,SUN
6447,DUKH
6448,NWL
6449,LEGO
6450,RBA
6451,SHOP
6452,ABUS
6453,NMMC
6454,SNPS
6455,CLAA.W
6456,VYGG
6457,QABA
6458,TBT
6459,SHEN
6460,SJIV
6461,LCNB
6462,SPXZ
6463,STNG
6464,BIDU
6465,DIBS
6466,TBI
6467,IBDN
6468,GBOX
6469,NUSA
6470,MLCO
6471,PAICU
6472,INDA
6473,VONG
6474,HCCCU
6475,WOOF
6476,CSGS
6477,MDYV
6478,AEE
6479,ITAC
6480,KRG
6481,RIGL
6482,FPF
6483,APSG.W
6484,RILYN
6485,KKR$C
6486,TWNT.W
6487,ZSL
6488,ARBGU
6489,GCC
6490,GOVX
6491,RILYL
6492,HHLA.W
6493,PMAR
6494,NAV$D
6495,INBKZ
6496,PDSB
6497,FLME.U
6498,BLUA.U
6499,EEM
6500,PROG
6501,RZG
6502,FFSG
6503,BBIO
6504,ROLL
6505,KIIIU
6506,IIIV
6507,CVA
6508,LBAY
6509,EPV
6510,DFJ
6511,GBGR
6512,PWB
6513,FMIV
6514,FAST
6515,CHAQ.U
6516,APTX
6517,ATHE
6518,UEPS
6519,CHGX
6520,OIL
6521,NKTX
6522,ACR$D
6523,MONCU
6524,XDAP
6525,FPI$B
6526,EQD.W
6527,CHRS
6528,ESSCR
6529,MKC
6530,NSTD
6531,WTRE
6532,SRET
6533,TREC
6534,VPOP
6535,SPTKU
6536,BCML
6537,W
6538,GLO
6539,NUGT
6540,MLVF
6541,TKR
6542,AON
6543,BSKY
6544,BOCH
6545,UBP$H
6546,WVFC
6547,RLJ$A
6548,ACWV
6549,POST
6550,SCOR
6551,MARK
6552,DGNR.W
6553,LH
6554,API
6555,ACAC
6556,UBOT
6557,IVOO
6558,SESN
6559,RBB
6560,MMP
6561,BRMK.W
6562,DCRC
6563,GNPK.U
6564,DISCB
6565,EQHA.W
6566,TQQQ
6567,FSP
6568,RINF
6569,EEMV
6570,YGMZ
6571,WCC
6572,JLS
6573,DEX
6574,EBF
6575,BOAC.U
6576,NOM
6577,NRGU
6578,BIO.B
6579,DBV
6580,KLAQW
6581,GLTR
6582,CWEN
6583,CQP
6584,FCRD
6585,UMH$C
6586,MRM
6587,DRH
6588,FLDR
6589,EUDG
6590,BPYU
6591,GSS
6592,DDMXW
6593,SNDX
6594,WFC$Q
6595,UFEB
6596,GTEC
6597,AEO
6598,CHIS
6599,GL$C
6600,RVPH
6601,HT$C
6602,MTL$
6603,SCSC
6604,NNVC
6605,UFAB
6606,ECOLW
6607,GATX
6608,OAS
6609,UIVM
6610,LBTYA
6611,PAQCU
6612,GTN.A
6613,MBAC.U
6614,PI
6615,HBM
6616,NEE
6617,BZH
6618,IMH
6619,MYO
6620,TIL
6621,SCOAW
6622,PINS
6623,ALJJ
6624,HEAR
6625,STBA
6626,DBMF
6627,PTR
6628,ATNM
6629,NSA
6630,SUZ
6631,GLRY
6632,JVA
6633,COPX
6634,LVRA
6635,DAR
6636,NBB
6637,RTPY
6638,ZXIET
6639,ANVS
6640,QLV
6641,MDLZ
6642,INDI
6643,LVHD
6644,PIN
6645,PAGS
6646,DBD
6647,ZBZX
6648,SCHQ
6649,PCG
6650,LUXE
6651,TREB
6652,DK
6653,CSSEP
6654,PTMC
6655,WB
6656,WISH
6657,SAR
6658,SNOA
6659,CNC
6660,IRS
6661,FCFS
6662,DHHCU
6663,SHAK
6664,NHICW
6665,UROY
6666,DS
6667,BNR
6668,GLU$B
6669,NOA
6670,TBF
6671,IWP
6672,EWK
6673,MOTS
6674,BOSC
6675,OFIX
6676,OTRAW
6677,HCIIU
6678,VERV
6679,URE
6680,VIVO
6681,SUI
6682,RJI
6683,HBNC
6684,SIRI
6685,VFF
6686,AVRO
6687,SJM
6688,PPLT
6689,IEO
6690,NRZ$B
6691,COMS
6692,MGIC
6693,CNYA
6694,CHIR
6695,CVLT
6696,MLPR
6697,MTGP
6698,VBK
6699,LFTR
6700,EMBD
6701,GDXJ
6702,SIMO
6703,MMX
6704,TRI
6705,TDUP
6706,CPIX
6707,FTK
6708,AVNW
6709,AL
6710,LGO
6711,SFIX
6712,ONEW
6713,USMC
6714,HIIIU
6715,POLA
6716,LGV.W
6717,NPO
6718,EJFAW
6719,MT
6720,TSRI
6721,RXRA
6722,KBNT
6723,BHVN
6724,ODP
6725,QMOM
6726,AINV
6727,BDJ
6728,ACACU
6729,FMX
6730,LPX
6731,RKTA
6732,FTA
6733,TDV
6734,JJT
6735,SELB
6736,AEYE
6737,SLAC.U
6738,IRBO
6739,BCOW
6740,EELV
6741,YALA
6742,A
6743,FIXD
6744,PTK.U
6745,DGL
6746,FPXE
6747,FRSGW
6748,SVSVW
6749,ARGO
6750,TNP$E
6751,BRKR
6752,CHPMU
6753,ECH
6754,RUSHA
6755,CUBI
6756,UMDD
6757,PST
6758,FUE
6759,KFYP
6760,NL
6761,BLNK
6762,DEO
6763,RGCO
6764,EZJ
6765,ARVN
6766,AIG$A
6767,YELP
6768,AWTM
6769,YOLO
6770,MDXG
6771,SPB
6772,VHT
6773,SNAP
6774,CNDT
6775,TIOA
6776,FSST
6777,PHI
6778,NEBCU
6779,FLAU
6780,THCB
6781,TACT
6782,PSB$Y
6783,ELY
6784,GAN
6785,EQD
6786,FXY
6787,EXLS
6788,RCUS
6789,CNRG
6790,HL$B
6791,KE
6792,ABST
6793,IGM
6794,AAPL
6795,MCY
6796,INKAW
6797,NHC
6798,FELE
6799,NBST
6800,EPAC
6801,BCS
6802,ADXS
6803,JOF
6804,BROGW
6805,USSG
6806,GEL
6807,SUB
6808,SPDV
6809,ARYD
6810,CHIE
6811,SPGS.W
6812,TTT
6813,AHT$H
6814,RKTA.U
6815,FSEC
6816,LZB
6817,KRE
6818,LEE
6819,DWMF
6820,SRG
6821,PTRA
6822,UGE
6823,THD
6824,IHC
6825,CFACU
6826,MSDAW
6827,CENTA
6828,M
6829,GMBTU
6830,ERM
6831,EMO
6832,PV.W
6833,EUCR
6834,FOXWW
6835,HYMC
6836,DON
6837,ZSAN
6838,SCPE.U
6839,IQSI
6840,PTLC
6841,SOS
6842,EFAV
6843,INSG
6844,IJS
6845,JQUA
6846,SRC$A
6847,IFGL
6848,GWGH
6849,TOL
6850,OVF
6851,CG
6852,AMAO
6853,ATAQ.W
6854,AVB
6855,PSLV
6856,ACKIT
6857,ESXB
6858,RKDA
6859,ALTG
6860,FLUX
6861,NGMS
6862,TWO$C
6863,NLY$I
6864,HZON.W
6865,VHAQ.U
6866,FFNW
6867,MCRI
6868,RMO
6869,TAP.A
6870,FUL
6871,EGPT
6872,FSSIW
6873,BOOM
6874,WGLD
6875,RPD
6876,ACIU
6877,OSCV
6878,DEH.U
6879,PYN
6880,SCOBW
6881,FINMW
6882,CCO
6883,OUST
6884,QULL
6885,TJX
6886,VOC
6887,IGACW
6888,BCV$A
6889,MTNB
6890,PZC
6891,PTRS
6892,SCAQU
6893,SWET
6894,WMB
6895,GIIXU
6896,IGA
6897,AGCO
6898,XAIR
6899,BQ
6900,SPCE
6901,BC$C
6902,NGC.U
6903,FSNB.W
6904,BMRN
6905,PLTL
6906,INMB
6907,MCADR
6908,ADRA
6909,CAH
6910,CMRE$D
6911,TIPZ
6912,PGZ
6913,RUBY
6914,BCOR
6915,EMR
6916,FQAL
6917,CXDO
6918,MAQCW
6919,EDU
6920,KOSS
6921,LDSF
6922,OMC
6923,PBCT
6924,SBIO
6925,AQN
6926,NTP
6927,CATC
6928,MOXC
6929,SMMF
6930,MMM
6931,AUS.W
6932,DASH
6933,SIVB
6934,MHD
6935,SMIN
6936,QFTA
6937,AA
6938,SENT
6939,VIEW
6940,PSAGW
6941,TOKE
6942,CUBE
6943,CIZN
6944,MJ
6945,HPX
6946,IBUY
6947,WALD
6948,IAPR
6949,KELYB
6950,VCKA
6951,FRTY
6952,JAN
6953,AAL
6954,DRVN
6955,VERX
6956,SLB
6957,EXAS
6958,RERE
6959,BAC
6960,TTP
6961,APTO
6962,ENLC
6963,ITCB
6964,WU
6965,IBER
6966,SPNT
6967,SOAC.W
6968,APT
6969,BUD
6970,DTOCW
6971,WARR.U
6972,AGBAU
6973,INCO
6974,VSTA
6975,FOXF
6976,EFU
6977,MARZ
6978,DAO
6979,LGV
6980,NOW
6981,VLU
6982,SRS
6983,FCNCP
6984,VIH
6985,CIB
6986,SLRX
6987,CFFVU
6988,MACK
6989,ENR
6990,KLCD
6991,CSU
6992,REPL
6993,PRLB
6994,GXC
6995,ZIONO
6996,MDGL
6997,FCCY
6998,PETS
6999,SF
7000,FITBO
7001,CSTA.U
7002,LII
7003,SYPR
7004,NVCN
7005,ASTS
7006,BPTS
7007,FMBIO
7008,CMC
7009,SXC
7010,GSAH.U
7011,DDM
7012,HSTM
7013,MUSA
7014,GOOS
7015,FEIM
7016,CVI
7017,ANGN
7018,ERIE
7019,BKIE
7020,DPST
7021,IJJ
7022,EDV
7023,AGNCO
7024,CBAH.U
7025,CSAN
7026,ELYS
7027,CXDC
7028,SNBR
7029,FEX
7030,CFFN
7031,FDT
7032,EAOR
7033,TRHC
7034,SWN
7035,MAAC
7036,LGIH
7037,FACT.W
7038,VAPO
7039,IX
7040,FOF
7041,TLYS
7042,AAWW
7043,SHUS
7044,RAPT
7045,BSJS
7046,STRR
7047,ATC
7048,SNPR
7049,TCBK
7050,DLS
7051,VICE
7052,PSTL
7053,UNG
7054,KEY$I
7055,NLS
7056,AXNX
7057,MACAW
7058,TUEM
7059,TDACU
7060,WLL
7061,REV
7062,CLGN
7063,ALRM
7064,HEFA
7065,FXE
7066,VEGI
7067,HBIO
7068,HZN
7069,CLBS
7070,PCPC.U
7071,ANZUW
7072,EZPW
7073,LEGAW
7074,FSS
7075,DFS
7076,ZYME
7077,ECPG
7078,EUSB
7079,RAAS
7080,IVAL
7081,BSMU
7082,JCICU
7083,USTB
7084,GLRE
7085,LHC.U
7086,RCMT
7087,VSTO
7088,DMTK
7089,ALIN$B
7090,STRE.W
7091,SIZE
7092,GHL
7093,HYIN
7094,DLNG$A
7095,QRHC
7096,BKEM
7097,XIN
7098,RADA
7099,MEDS
7100,FPAC.U
7101,BLW
7102,AVAN
7103,GMRE
7104,GOAU
7105,GRCL
7106,VOOG
7107,CDLX
7108,GNRSW
7109,COF$H
7110,OGIG
7111,MITT$B
7112,VSTM
7113,RSI
7114,PINE
7115,DJP
7116,LCI
7117,OACB.W
7118,HMOP
7119,FSI
7120,FRST
7121,BSET
7122,HOL
7123,CAF
7124,NEE$K
7125,BDSX
7126,MC
7127,PSACU
7128,RPRX
7129,BMI
7130,STKL
7131,PQSG
7132,IPVF.U
7133,ARMP
7134,BKR
7135,FBIZ
7136,AIKI
7137,KALV
7138,GGO
7139,BAC$E
7140,BMTC
7141,LCTX
7142,XES
7143,OTRK
7144,NSS
7145,GLADL
7146,SPXN
7147,ORLA
7148,ACEVU
7149,ATSPT
7150,VNM
7151,IPI
7152,LMT
7153,DS$D
7154,RMGC
7155,ADUS
7156,VSH
7157,MEDP
7158,MLPA
7159,TFC$I
7160,HEDJ
7161,AXGN
7162,BPYPP
7163,IIII
7164,SQZ
7165,AZBO
7166,BITE.W
7167,CIF
7168,FANH
7169,ECOR
7170,PSTH.W
7171,WERN
7172,AIQ
7173,RYTM
7174,ESE
7175,DUNEU
7176,FSRXW
7177,MOO
7178,VMACW
7179,SILK
7180,VET
7181,SVSVU
7182,MBTCR
7183,CNFR
7184,AGI
7185,RAMMU
7186,JCTCF
7187,VOE
7188,FTAAU
7189,BBMC
7190,VTIQW
7191,GNOG
7192,BRIVU
7193,CDAK
7194,STRS
7195,NLOK
7196,URG
7197,PSNL
7198,OVS
7199,CIM$B
7200,HARP
7201,NGM
7202,PEBK
7203,YJ
7204,MUNI
7205,STZ
7206,ALYA
7207,ADAP
7208,FRAF
7209,ZNGA
7210,FNGZ
7211,TWNI.U
7212,GCO
7213,IPOD
7214,PHG
7215,EBS
7216,REVH
7217,USAU
7218,PMBC
7219,BHR$D
7220,BFS$D
7221,HYGV
7222,MBT
7223,SMM
7224,IVE
7225,PSA$I
7226,BETZ
7227,BRC
7228,XLRN
7229,BCPC
7230,SSKN
7231,FAS
7232,CIH
7233,CFAC
7234,SHC
7235,PSO
7236,QMAR
7237,CMDY
7238,DYNS
7239,PNRG
7240,ENOR
7241,GIGGW
7242,REFR
7243,ADEX.W
7244,MDGS
7245,FNK
7246,LIV
7247,SYBX
7248,IPAR
7249,GGO$A
7250,UCBIO
7251,UCON
7252,KT
7253,MANT
7254,PLG
7255,IBTI
7256,SCVX
7257,RPT
7258,OFS
7259,NFLT
7260,HDEF
7261,MPACR
7262,PRTS
7263,PFXNL
7264,TVC
7265,ULVM
7266,ACM
7267,EQIX
7268,PMT
7269,PBH
7270,SBNY
7271,RODM
7272,FLQM
7273,ITRM
7274,SRE$B
7275,SAL
7276,MUB
7277,VCKAW
7278,XNTK
7279,IXN
7280,HIGA.W
7281,REVHU
7282,JUGGU
7283,HCCI
7284,SVOKW
7285,FMTX
7286,LORL
7287,RXRAU
7288,WAL
7289,BHV
7290,FENG
7291,OSTRU
7292,ENTR
7293,FLGV
7294,ICVT
7295,NSPRZ
7296,PFDR
7297,BDCX
7298,CFB
7299,ATVI
7300,FDM
7301,PCTY
7302,BLX
7303,BKU
7304,SOAC.U
7305,MACU
7306,ABR$B
7307,FMAG
7308,FDUSZ
7309,RBKB
